id,BRAND,SET,CHOICE,FASH,QUAL,PRICE
4,1,3,1,0,1,0.0800000
4,2,3,0,1,1,0.2000000
4,3,3,0,1,0,0.0800000
4,0,3,0,0,0,0
4,1,4,0,0,0,0.0800000
4,2,4,1,0,1,0.1600000
4,3,4,0,1,1,0.2000000
4,0,4,0,0,0,0
4,1,5,1,0,0,0.0400000
4,2,5,0,1,0,0.1200000
4,3,5,0,1,0,0.0800000
4,0,5,0,0,0,0
4,1,6,0,0,0,0.0800000
4,2,6,1,0,1,0.1200000
4,3,6,0,1,0,0.0800000
4,0,6,0,0,0,0
4,1,7,1,1,1,0.2000000
4,2,7,0,0,0,0.0800000
4,3,7,0,0,1,0.0800000
4,0,7,0,0,0,0
4,1,8,1,0,1,0.0800000
4,2,8,0,1,0,0.1200000
4,3,8,0,0,0,0.0400000
4,0,8,0,0,0,0
5,1,1,0,0,0,0.1200000
5,2,1,0,1,0,0.1200000
5,3,1,1,0,1,0.0800000
5,0,1,0,0,0,0
5,1,2,1,1,1,0.1200000
5,2,2,0,0,1,0.1200000
5,3,2,0,1,0,0.1200000
5,0,2,0,0,0,0
5,1,3,1,0,1,0.0800000
5,2,3,0,1,1,0.2000000
5,3,3,0,1,0,0.0800000
5,0,3,0,0,0,0
5,1,4,0,0,0,0.0800000
5,2,4,0,0,1,0.1600000
5,3,4,1,1,1,0.2000000
5,0,4,0,0,0,0
5,1,5,0,0,0,0.0400000
5,2,5,0,1,0,0.1200000
5,3,5,0,1,0,0.0800000
5,0,5,1,0,0,0
5,1,6,0,0,0,0.0800000
5,2,6,1,0,1,0.1200000
5,3,6,0,1,0,0.0800000
5,0,6,0,0,0,0
5,1,7,0,1,1,0.2000000
5,2,7,0,0,0,0.0800000
5,3,7,1,0,1,0.0800000
5,0,7,0,0,0,0
5,1,8,1,0,1,0.0800000
5,2,8,0,1,0,0.1200000
5,3,8,0,0,0,0.0400000
5,0,8,0,0,0,0
6,1,1,0,0,0,0.1200000
6,2,1,1,1,0,0.1200000
6,3,1,0,0,1,0.0800000
6,0,1,0,0,0,0
6,1,2,0,1,1,0.1200000
6,2,2,0,0,1,0.1200000
6,3,2,1,1,0,0.1200000
6,0,2,0,0,0,0
6,1,3,1,0,1,0.0800000
6,2,3,0,1,1,0.2000000
6,3,3,0,1,0,0.0800000
6,0,3,0,0,0,0
6,1,4,0,0,0,0.0800000
6,2,4,0,0,1,0.1600000
6,3,4,1,1,1,0.2000000
6,0,4,0,0,0,0
6,1,5,0,0,0,0.0400000
6,2,5,0,1,0,0.1200000
6,3,5,1,1,0,0.0800000
6,0,5,0,0,0,0
6,1,6,0,0,0,0.0800000
6,2,6,0,0,1,0.1200000
6,3,6,0,1,0,0.0800000
6,0,6,1,0,0,0
6,1,7,0,1,1,0.2000000
6,2,7,1,0,0,0.0800000
6,3,7,0,0,1,0.0800000
6,0,7,0,0,0,0
6,1,8,0,0,1,0.0800000
6,2,8,1,1,0,0.1200000
6,3,8,0,0,0,0.0400000
6,0,8,0,0,0,0
7,1,1,0,0,0,0.1200000
7,2,1,0,1,0,0.1200000
7,3,1,1,0,1,0.0800000
7,0,1,0,0,0,0
7,1,2,1,1,1,0.1200000
7,2,2,0,0,1,0.1200000
7,3,2,0,1,0,0.1200000
7,0,2,0,0,0,0
7,1,3,1,0,1,0.0800000
7,2,3,0,1,1,0.2000000
7,3,3,0,1,0,0.0800000
7,0,3,0,0,0,0
7,1,4,0,0,0,0.0800000
7,2,4,0,0,1,0.1600000
7,3,4,0,1,1,0.2000000
7,0,4,1,0,0,0
7,1,5,0,0,0,0.0400000
7,2,5,1,1,0,0.1200000
7,3,5,0,1,0,0.0800000
7,0,5,0,0,0,0
7,1,6,0,0,0,0.0800000
7,2,6,1,0,1,0.1200000
7,3,6,0,1,0,0.0800000
7,0,6,0,0,0,0
7,1,7,0,1,1,0.2000000
7,2,7,0,0,0,0.0800000
7,3,7,1,0,1,0.0800000
7,0,7,0,0,0,0
7,1,8,1,0,1,0.0800000
7,2,8,0,1,0,0.1200000
7,3,8,0,0,0,0.0400000
7,0,8,0,0,0,0
8,1,1,0,0,0,0.1200000
8,2,1,0,1,0,0.1200000
8,3,1,1,0,1,0.0800000
8,0,1,0,0,0,0
8,1,2,0,1,1,0.1200000
8,2,2,0,0,1,0.1200000
8,3,2,0,1,0,0.1200000
8,0,2,1,0,0,0
8,1,3,1,0,1,0.0800000
8,2,3,0,1,1,0.2000000
8,3,3,0,1,0,0.0800000
8,0,3,0,0,0,0
8,1,4,0,0,0,0.0800000
8,2,4,1,0,1,0.1600000
8,3,4,0,1,1,0.2000000
8,0,4,0,0,0,0
8,1,5,0,0,0,0.0400000
8,2,5,1,1,0,0.1200000
8,3,5,0,1,0,0.0800000
8,0,5,0,0,0,0
8,1,6,0,0,0,0.0800000
8,2,6,1,0,1,0.1200000
8,3,6,0,1,0,0.0800000
8,0,6,0,0,0,0
8,1,7,0,1,1,0.2000000
8,2,7,0,0,0,0.0800000
8,3,7,1,0,1,0.0800000
8,0,7,0,0,0,0
8,1,8,1,0,1,0.0800000
8,2,8,0,1,0,0.1200000
8,3,8,0,0,0,0.0400000
8,0,8,0,0,0,0
9,1,1,0,0,0,0.1200000
9,2,1,0,1,0,0.1200000
9,3,1,1,0,1,0.0800000
9,0,1,0,0,0,0
9,1,2,1,1,1,0.1200000
9,2,2,0,0,1,0.1200000
9,3,2,0,1,0,0.1200000
9,0,2,0,0,0,0
9,1,3,1,0,1,0.0800000
9,2,3,0,1,1,0.2000000
9,3,3,0,1,0,0.0800000
9,0,3,0,0,0,0
9,1,4,0,0,0,0.0800000
9,2,4,1,0,1,0.1600000
9,3,4,0,1,1,0.2000000
9,0,4,0,0,0,0
9,1,5,0,0,0,0.0400000
9,2,5,0,1,0,0.1200000
9,3,5,1,1,0,0.0800000
9,0,5,0,0,0,0
9,1,6,0,0,0,0.0800000
9,2,6,1,0,1,0.1200000
9,3,6,0,1,0,0.0800000
9,0,6,0,0,0,0
9,1,7,0,1,1,0.2000000
9,2,7,0,0,0,0.0800000
9,3,7,1,0,1,0.0800000
9,0,7,0,0,0,0
9,1,8,1,0,1,0.0800000
9,2,8,0,1,0,0.1200000
9,3,8,0,0,0,0.0400000
9,0,8,0,0,0,0
10,1,1,0,0,0,0.1200000
10,2,1,0,1,0,0.1200000
10,3,1,1,0,1,0.0800000
10,0,1,0,0,0,0
10,1,2,1,1,1,0.1200000
10,2,2,0,0,1,0.1200000
10,3,2,0,1,0,0.1200000
10,0,2,0,0,0,0
10,1,3,1,0,1,0.0800000
10,2,3,0,1,1,0.2000000
10,3,3,0,1,0,0.0800000
10,0,3,0,0,0,0
10,1,4,0,0,0,0.0800000
10,2,4,0,0,1,0.1600000
10,3,4,1,1,1,0.2000000
10,0,4,0,0,0,0
10,1,5,0,0,0,0.0400000
10,2,5,0,1,0,0.1200000
10,3,5,0,1,0,0.0800000
10,0,5,1,0,0,0
10,1,6,0,0,0,0.0800000
10,2,6,1,0,1,0.1200000
10,3,6,0,1,0,0.0800000
10,0,6,0,0,0,0
10,1,7,1,1,1,0.2000000
10,2,7,0,0,0,0.0800000
10,3,7,0,0,1,0.0800000
10,0,7,0,0,0,0
10,1,8,1,0,1,0.0800000
10,2,8,0,1,0,0.1200000
10,3,8,0,0,0,0.0400000
10,0,8,0,0,0,0
11,1,1,0,0,0,0.1200000
11,2,1,0,1,0,0.1200000
11,3,1,1,0,1,0.0800000
11,0,1,0,0,0,0
11,1,2,0,1,1,0.1200000
11,2,2,1,0,1,0.1200000
11,3,2,0,1,0,0.1200000
11,0,2,0,0,0,0
11,1,3,0,0,1,0.0800000
11,2,3,0,1,1,0.2000000
11,3,3,1,1,0,0.0800000
11,0,3,0,0,0,0
11,1,4,0,0,0,0.0800000
11,2,4,1,0,1,0.1600000
11,3,4,0,1,1,0.2000000
11,0,4,0,0,0,0
11,1,5,0,0,0,0.0400000
11,2,5,1,1,0,0.1200000
11,3,5,0,1,0,0.0800000
11,0,5,0,0,0,0
11,1,6,0,0,0,0.0800000
11,2,6,1,0,1,0.1200000
11,3,6,0,1,0,0.0800000
11,0,6,0,0,0,0
11,1,7,0,1,1,0.2000000
11,2,7,0,0,0,0.0800000
11,3,7,1,0,1,0.0800000
11,0,7,0,0,0,0
11,1,8,1,0,1,0.0800000
11,2,8,0,1,0,0.1200000
11,3,8,0,0,0,0.0400000
11,0,8,0,0,0,0
12,1,1,0,0,0,0.1200000
12,2,1,0,1,0,0.1200000
12,3,1,1,0,1,0.0800000
12,0,1,0,0,0,0
12,1,2,1,1,1,0.1200000
12,2,2,0,0,1,0.1200000
12,3,2,0,1,0,0.1200000
12,0,2,0,0,0,0
12,1,3,0,0,1,0.0800000
12,2,3,0,1,1,0.2000000
12,3,3,0,1,0,0.0800000
12,0,3,1,0,0,0
12,1,4,0,0,0,0.0800000
12,2,4,1,0,1,0.1600000
12,3,4,0,1,1,0.2000000
12,0,4,0,0,0,0
12,1,5,1,0,0,0.0400000
12,2,5,0,1,0,0.1200000
12,3,5,0,1,0,0.0800000
12,0,5,0,0,0,0
12,1,6,0,0,0,0.0800000
12,2,6,1,0,1,0.1200000
12,3,6,0,1,0,0.0800000
12,0,6,0,0,0,0
12,1,7,0,1,1,0.2000000
12,2,7,0,0,0,0.0800000
12,3,7,1,0,1,0.0800000
12,0,7,0,0,0,0
12,1,8,0,0,1,0.0800000
12,2,8,0,1,0,0.1200000
12,3,8,1,0,0,0.0400000
12,0,8,0,0,0,0
13,1,1,0,0,0,0.1200000
13,2,1,0,1,0,0.1200000
13,3,1,1,0,1,0.0800000
13,0,1,0,0,0,0
13,1,2,1,1,1,0.1200000
13,2,2,0,0,1,0.1200000
13,3,2,0,1,0,0.1200000
13,0,2,0,0,0,0
13,1,3,1,0,1,0.0800000
13,2,3,0,1,1,0.2000000
13,3,3,0,1,0,0.0800000
13,0,3,0,0,0,0
13,1,4,0,0,0,0.0800000
13,2,4,0,0,1,0.1600000
13,3,4,0,1,1,0.2000000
13,0,4,1,0,0,0
13,1,5,1,0,0,0.0400000
13,2,5,0,1,0,0.1200000
13,3,5,0,1,0,0.0800000
13,0,5,0,0,0,0
13,1,6,0,0,0,0.0800000
13,2,6,1,0,1,0.1200000
13,3,6,0,1,0,0.0800000
13,0,6,0,0,0,0
13,1,7,0,1,1,0.2000000
13,2,7,1,0,0,0.0800000
13,3,7,0,0,1,0.0800000
13,0,7,0,0,0,0
13,1,8,0,0,1,0.0800000
13,2,8,0,1,0,0.1200000
13,3,8,0,0,0,0.0400000
13,0,8,1,0,0,0
14,1,1,0,0,0,0.1200000
14,2,1,0,1,0,0.1200000
14,3,1,1,0,1,0.0800000
14,0,1,0,0,0,0
14,1,2,0,1,1,0.1200000
14,2,2,1,0,1,0.1200000
14,3,2,0,1,0,0.1200000
14,0,2,0,0,0,0
14,1,3,1,0,1,0.0800000
14,2,3,0,1,1,0.2000000
14,3,3,0,1,0,0.0800000
14,0,3,0,0,0,0
14,1,4,0,0,0,0.0800000
14,2,4,0,0,1,0.1600000
14,3,4,1,1,1,0.2000000
14,0,4,0,0,0,0
14,1,5,0,0,0,0.0400000
14,2,5,0,1,0,0.1200000
14,3,5,0,1,0,0.0800000
14,0,5,1,0,0,0
14,1,6,0,0,0,0.0800000
14,2,6,0,0,1,0.1200000
14,3,6,1,1,0,0.0800000
14,0,6,0,0,0,0
14,1,7,0,1,1,0.2000000
14,2,7,0,0,0,0.0800000
14,3,7,0,0,1,0.0800000
14,0,7,1,0,0,0
14,1,8,1,0,1,0.0800000
14,2,8,0,1,0,0.1200000
14,3,8,0,0,0,0.0400000
14,0,8,0,0,0,0
15,1,1,0,0,0,0.1200000
15,2,1,0,1,0,0.1200000
15,3,1,1,0,1,0.0800000
15,0,1,0,0,0,0
15,1,2,0,1,1,0.1200000
15,2,2,1,0,1,0.1200000
15,3,2,0,1,0,0.1200000
15,0,2,0,0,0,0
15,1,3,1,0,1,0.0800000
15,2,3,0,1,1,0.2000000
15,3,3,0,1,0,0.0800000
15,0,3,0,0,0,0
15,1,4,0,0,0,0.0800000
15,2,4,1,0,1,0.1600000
15,3,4,0,1,1,0.2000000
15,0,4,0,0,0,0
15,1,5,1,0,0,0.0400000
15,2,5,0,1,0,0.1200000
15,3,5,0,1,0,0.0800000
15,0,5,0,0,0,0
15,1,6,0,0,0,0.0800000
15,2,6,1,0,1,0.1200000
15,3,6,0,1,0,0.0800000
15,0,6,0,0,0,0
15,1,7,0,1,1,0.2000000
15,2,7,0,0,0,0.0800000
15,3,7,1,0,1,0.0800000
15,0,7,0,0,0,0
15,1,8,0,0,1,0.0800000
15,2,8,0,1,0,0.1200000
15,3,8,0,0,0,0.0400000
15,0,8,1,0,0,0
16,1,1,0,0,0,0.1200000
16,2,1,0,1,0,0.1200000
16,3,1,1,0,1,0.0800000
16,0,1,0,0,0,0
16,1,2,0,1,1,0.1200000
16,2,2,1,0,1,0.1200000
16,3,2,0,1,0,0.1200000
16,0,2,0,0,0,0
16,1,3,1,0,1,0.0800000
16,2,3,0,1,1,0.2000000
16,3,3,0,1,0,0.0800000
16,0,3,0,0,0,0
16,1,4,0,0,0,0.0800000
16,2,4,1,0,1,0.1600000
16,3,4,0,1,1,0.2000000
16,0,4,0,0,0,0
16,1,5,0,0,0,0.0400000
16,2,5,0,1,0,0.1200000
16,3,5,0,1,0,0.0800000
16,0,5,1,0,0,0
16,1,6,1,0,0,0.0800000
16,2,6,0,0,1,0.1200000
16,3,6,0,1,0,0.0800000
16,0,6,0,0,0,0
16,1,7,0,1,1,0.2000000
16,2,7,0,0,0,0.0800000
16,3,7,1,0,1,0.0800000
16,0,7,0,0,0,0
16,1,8,1,0,1,0.0800000
16,2,8,0,1,0,0.1200000
16,3,8,0,0,0,0.0400000
16,0,8,0,0,0,0
17,1,1,0,0,0,0.1200000
17,2,1,0,1,0,0.1200000
17,3,1,1,0,1,0.0800000
17,0,1,0,0,0,0
17,1,2,0,1,1,0.1200000
17,2,2,1,0,1,0.1200000
17,3,2,0,1,0,0.1200000
17,0,2,0,0,0,0
17,1,3,1,0,1,0.0800000
17,2,3,0,1,1,0.2000000
17,3,3,0,1,0,0.0800000
17,0,3,0,0,0,0
17,1,4,0,0,0,0.0800000
17,2,4,1,0,1,0.1600000
17,3,4,0,1,1,0.2000000
17,0,4,0,0,0,0
17,1,5,0,0,0,0.0400000
17,2,5,0,1,0,0.1200000
17,3,5,0,1,0,0.0800000
17,0,5,1,0,0,0
17,1,6,0,0,0,0.0800000
17,2,6,0,0,1,0.1200000
17,3,6,0,1,0,0.0800000
17,0,6,1,0,0,0
17,1,7,0,1,1,0.2000000
17,2,7,0,0,0,0.0800000
17,3,7,1,0,1,0.0800000
17,0,7,0,0,0,0
17,1,8,1,0,1,0.0800000
17,2,8,0,1,0,0.1200000
17,3,8,0,0,0,0.0400000
17,0,8,0,0,0,0
18,1,1,0,0,0,0.1200000
18,2,1,0,1,0,0.1200000
18,3,1,1,0,1,0.0800000
18,0,1,0,0,0,0
18,1,2,1,1,1,0.1200000
18,2,2,0,0,1,0.1200000
18,3,2,0,1,0,0.1200000
18,0,2,0,0,0,0
18,1,3,1,0,1,0.0800000
18,2,3,0,1,1,0.2000000
18,3,3,0,1,0,0.0800000
18,0,3,0,0,0,0
18,1,4,0,0,0,0.0800000
18,2,4,1,0,1,0.1600000
18,3,4,0,1,1,0.2000000
18,0,4,0,0,0,0
18,1,5,0,0,0,0.0400000
18,2,5,0,1,0,0.1200000
18,3,5,1,1,0,0.0800000
18,0,5,0,0,0,0
18,1,6,0,0,0,0.0800000
18,2,6,0,0,1,0.1200000
18,3,6,0,1,0,0.0800000
18,0,6,1,0,0,0
18,1,7,0,1,1,0.2000000
18,2,7,0,0,0,0.0800000
18,3,7,1,0,1,0.0800000
18,0,7,0,0,0,0
18,1,8,1,0,1,0.0800000
18,2,8,0,1,0,0.1200000
18,3,8,0,0,0,0.0400000
18,0,8,0,0,0,0
19,1,1,1,0,0,0.1200000
19,2,1,0,1,0,0.1200000
19,3,1,0,0,1,0.0800000
19,0,1,0,0,0,0
19,1,2,1,1,1,0.1200000
19,2,2,0,0,1,0.1200000
19,3,2,0,1,0,0.1200000
19,0,2,0,0,0,0
19,1,3,0,0,1,0.0800000
19,2,3,1,1,1,0.2000000
19,3,3,0,1,0,0.0800000
19,0,3,0,0,0,0
19,1,4,0,0,0,0.0800000
19,2,4,0,0,1,0.1600000
19,3,4,0,1,1,0.2000000
19,0,4,1,0,0,0
19,1,5,0,0,0,0.0400000
19,2,5,0,1,0,0.1200000
19,3,5,1,1,0,0.0800000
19,0,5,0,0,0,0
19,1,6,0,0,0,0.0800000
19,2,6,1,0,1,0.1200000
19,3,6,0,1,0,0.0800000
19,0,6,0,0,0,0
19,1,7,0,1,1,0.2000000
19,2,7,0,0,0,0.0800000
19,3,7,1,0,1,0.0800000
19,0,7,0,0,0,0
19,1,8,1,0,1,0.0800000
19,2,8,0,1,0,0.1200000
19,3,8,0,0,0,0.0400000
19,0,8,0,0,0,0
20,1,1,0,0,0,0.1200000
20,2,1,0,1,0,0.1200000
20,3,1,1,0,1,0.0800000
20,0,1,0,0,0,0
20,1,2,0,1,1,0.1200000
20,2,2,1,0,1,0.1200000
20,3,2,0,1,0,0.1200000
20,0,2,0,0,0,0
20,1,3,1,0,1,0.0800000
20,2,3,0,1,1,0.2000000
20,3,3,0,1,0,0.0800000
20,0,3,0,0,0,0
20,1,4,1,0,0,0.0800000
20,2,4,0,0,1,0.1600000
20,3,4,0,1,1,0.2000000
20,0,4,0,0,0,0
20,1,5,0,0,0,0.0400000
20,2,5,0,1,0,0.1200000
20,3,5,0,1,0,0.0800000
20,0,5,1,0,0,0
20,1,6,0,0,0,0.0800000
20,2,6,1,0,1,0.1200000
20,3,6,0,1,0,0.0800000
20,0,6,0,0,0,0
20,1,7,1,1,1,0.2000000
20,2,7,0,0,0,0.0800000
20,3,7,0,0,1,0.0800000
20,0,7,0,0,0,0
20,1,8,1,0,1,0.0800000
20,2,8,0,1,0,0.1200000
20,3,8,0,0,0,0.0400000
20,0,8,0,0,0,0
21,1,1,0,0,0,0.1200000
21,2,1,1,1,0,0.1200000
21,3,1,0,0,1,0.0800000
21,0,1,0,0,0,0
21,1,2,1,1,1,0.1200000
21,2,2,0,0,1,0.1200000
21,3,2,0,1,0,0.1200000
21,0,2,0,0,0,0
21,1,3,0,0,1,0.0800000
21,2,3,0,1,1,0.2000000
21,3,3,0,1,0,0.0800000
21,0,3,1,0,0,0
21,1,4,0,0,0,0.0800000
21,2,4,0,0,1,0.1600000
21,3,4,0,1,1,0.2000000
21,0,4,1,0,0,0
21,1,5,0,0,0,0.0400000
21,2,5,1,1,0,0.1200000
21,3,5,0,1,0,0.0800000
21,0,5,0,0,0,0
21,1,6,0,0,0,0.0800000
21,2,6,0,0,1,0.1200000
21,3,6,1,1,0,0.0800000
21,0,6,0,0,0,0
21,1,7,0,1,1,0.2000000
21,2,7,0,0,0,0.0800000
21,3,7,1,0,1,0.0800000
21,0,7,0,0,0,0
21,1,8,1,0,1,0.0800000
21,2,8,0,1,0,0.1200000
21,3,8,0,0,0,0.0400000
21,0,8,0,0,0,0
22,1,1,0,0,0,0.1200000
22,2,1,0,1,0,0.1200000
22,3,1,1,0,1,0.0800000
22,0,1,0,0,0,0
22,1,2,0,1,1,0.1200000
22,2,2,1,0,1,0.1200000
22,3,2,0,1,0,0.1200000
22,0,2,0,0,0,0
22,1,3,1,0,1,0.0800000
22,2,3,0,1,1,0.2000000
22,3,3,0,1,0,0.0800000
22,0,3,0,0,0,0
22,1,4,0,0,0,0.0800000
22,2,4,0,0,1,0.1600000
22,3,4,1,1,1,0.2000000
22,0,4,0,0,0,0
22,1,5,1,0,0,0.0400000
22,2,5,0,1,0,0.1200000
22,3,5,0,1,0,0.0800000
22,0,5,0,0,0,0
22,1,6,1,0,0,0.0800000
22,2,6,0,0,1,0.1200000
22,3,6,0,1,0,0.0800000
22,0,6,0,0,0,0
22,1,7,1,1,1,0.2000000
22,2,7,0,0,0,0.0800000
22,3,7,0,0,1,0.0800000
22,0,7,0,0,0,0
22,1,8,0,0,1,0.0800000
22,2,8,0,1,0,0.1200000
22,3,8,0,0,0,0.0400000
22,0,8,1,0,0,0
23,1,1,0,0,0,0.1200000
23,2,1,0,1,0,0.1200000
23,3,1,1,0,1,0.0800000
23,0,1,0,0,0,0
23,1,2,1,1,1,0.1200000
23,2,2,0,0,1,0.1200000
23,3,2,0,1,0,0.1200000
23,0,2,0,0,0,0
23,1,3,1,0,1,0.0800000
23,2,3,0,1,1,0.2000000
23,3,3,0,1,0,0.0800000
23,0,3,0,0,0,0
23,1,4,1,0,0,0.0800000
23,2,4,0,0,1,0.1600000
23,3,4,0,1,1,0.2000000
23,0,4,0,0,0,0
23,1,5,1,0,0,0.0400000
23,2,5,0,1,0,0.1200000
23,3,5,0,1,0,0.0800000
23,0,5,0,0,0,0
23,1,6,0,0,0,0.0800000
23,2,6,1,0,1,0.1200000
23,3,6,0,1,0,0.0800000
23,0,6,0,0,0,0
23,1,7,0,1,1,0.2000000
23,2,7,1,0,0,0.0800000
23,3,7,0,0,1,0.0800000
23,0,7,0,0,0,0
23,1,8,0,0,1,0.0800000
23,2,8,0,1,0,0.1200000
23,3,8,0,0,0,0.0400000
23,0,8,1,0,0,0
24,1,1,0,0,0,0.1200000
24,2,1,0,1,0,0.1200000
24,3,1,1,0,1,0.0800000
24,0,1,0,0,0,0
24,1,2,0,1,1,0.1200000
24,2,2,1,0,1,0.1200000
24,3,2,0,1,0,0.1200000
24,0,2,0,0,0,0
24,1,3,1,0,1,0.0800000
24,2,3,0,1,1,0.2000000
24,3,3,0,1,0,0.0800000
24,0,3,0,0,0,0
24,1,4,0,0,0,0.0800000
24,2,4,1,0,1,0.1600000
24,3,4,0,1,1,0.2000000
24,0,4,0,0,0,0
24,1,5,1,0,0,0.0400000
24,2,5,0,1,0,0.1200000
24,3,5,0,1,0,0.0800000
24,0,5,0,0,0,0
24,1,6,0,0,0,0.0800000
24,2,6,0,0,1,0.1200000
24,3,6,0,1,0,0.0800000
24,0,6,1,0,0,0
24,1,7,0,1,1,0.2000000
24,2,7,0,0,0,0.0800000
24,3,7,1,0,1,0.0800000
24,0,7,0,0,0,0
24,1,8,0,0,1,0.0800000
24,2,8,0,1,0,0.1200000
24,3,8,1,0,0,0.0400000
24,0,8,0,0,0,0
25,1,1,0,0,0,0.1200000
25,2,1,0,1,0,0.1200000
25,3,1,1,0,1,0.0800000
25,0,1,0,0,0,0
25,1,2,1,1,1,0.1200000
25,2,2,0,0,1,0.1200000
25,3,2,0,1,0,0.1200000
25,0,2,0,0,0,0
25,1,3,0,0,1,0.0800000
25,2,3,0,1,1,0.2000000
25,3,3,0,1,0,0.0800000
25,0,3,1,0,0,0
25,1,4,0,0,0,0.0800000
25,2,4,1,0,1,0.1600000
25,3,4,0,1,1,0.2000000
25,0,4,0,0,0,0
25,1,5,0,0,0,0.0400000
25,2,5,0,1,0,0.1200000
25,3,5,0,1,0,0.0800000
25,0,5,1,0,0,0
25,1,6,0,0,0,0.0800000
25,2,6,1,0,1,0.1200000
25,3,6,0,1,0,0.0800000
25,0,6,0,0,0,0
25,1,7,1,1,1,0.2000000
25,2,7,0,0,0,0.0800000
25,3,7,0,0,1,0.0800000
25,0,7,0,0,0,0
25,1,8,1,0,1,0.0800000
25,2,8,0,1,0,0.1200000
25,3,8,0,0,0,0.0400000
25,0,8,0,0,0,0
26,1,1,0,0,0,0.1200000
26,2,1,0,1,0,0.1200000
26,3,1,1,0,1,0.0800000
26,0,1,0,0,0,0
26,1,2,1,1,1,0.1200000
26,2,2,0,0,1,0.1200000
26,3,2,0,1,0,0.1200000
26,0,2,0,0,0,0
26,1,3,1,0,1,0.0800000
26,2,3,0,1,1,0.2000000
26,3,3,0,1,0,0.0800000
26,0,3,0,0,0,0
26,1,4,0,0,0,0.0800000
26,2,4,0,0,1,0.1600000
26,3,4,0,1,1,0.2000000
26,0,4,1,0,0,0
26,1,5,0,0,0,0.0400000
26,2,5,0,1,0,0.1200000
26,3,5,1,1,0,0.0800000
26,0,5,0,0,0,0
